"responseid","interview_start","interview_end","internal_job","id","vend","vd","mode","state","zipcode","dmacode","dmaname","prizmne","age","ppinhh","weightbystate","marital_status","number_in_household","children_under_18_in_household","Level_of_Education","Level_of_Income","gender","Ethnicity","question_1","Question_2","Question_3","TRIP_ONE","TRIP_TWO","TRIP_THREE","TRIP_FOUR","TRIP_FIVE","TRIP_SIX","number_of_nights_trip_1","month_trip_1","main_reason_trip_1","question_6","Question_7","question_8","Question_9","Question_10","question_12_UNITED","question_13","question_14","question_15","question_16","Question_17","Question_18","Question_19_UNITED","Question_20","Question_21"
2398,"11/24/2015 11:17:36","11/24/2015 11:33:25",1269101,"EPOD23FDRPDL3F2483",2,2,2,"MN","55014",613,"Minneapolis-St. Paul, MN","18",70,2,0.56618,"Married",5,0,"College Graduate","5) $100,000 but less than $150,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and South Dakota, and Wisconsin","Minnesota, and South Dakota","Very Likely, and Very Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely","July, 5, FAMILY","","","","","",5,"July","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","Called 800 Number to Request Info, and Talked to Friends and Family, and Used Internet, and Contacted Individual Attraction or Event to Request Information, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",12,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12, and Child(ren)/Grandchild(ren):age 13+","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and National/State Parks, and Arts and Culture, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives","Family fun, and National/State Parks, and Events/Entertainment, and 0","Black Hills, and Southeast SD","Badlands, and Custer, and Mount Rushmore, and Wall Drug","Very Good","500, and 250, and 100, and 25, and 0, and 200, and 20","You've done it, but it was over a year ago, and You have never done it and probably never will, and Often, and Occasionally when you have an opportunity, and Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get, and You have never done it and probably never will"
3853,"11/25/2015 12:12:49","11/25/2015 12:54:54",1269101,"EPOD2Y95JVFGJPW485",2,2,1,"MN","55379",613,"Minneapolis-St. Paul, MN","18",48,4,0.56618,"Married",3,2,"College Graduate","5) $100,000 but less than $150,000","Male","caucasian/white","South Dakota","South Dakota","Very Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Not Likely","August, 5, FAMILY","","","","","",5,"August","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","Talked to Friends and Family, and Used Internet, and Contacted Individual Attraction or Event to Request Information, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and National/State Parks, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives","Family fun, and National/State Parks, and Wildlife Viewing, and 0","Black Hills, and Southeast SD","Rapid City, and Badlands, and Custer, and Wind Cave, and Mount Rushmore, and Wall Drug","Excellent","500, and 200, and 300, and 100, and 0, and 400, and 100","You've done it, but it was over a year ago, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and Every Chance You Get, and Occasionally when you have an opportunity, and You have never done it and probably never will"
5383,"12/5/2015 0:25:24","12/5/2015 0:32:44",1269101,"1309556939",1,1,2,"MN","55430",613,"Minneapolis-St. Paul, MN","52",18,3,0.56618,"Single/never married",6,0,"Some High School or Less","3) $50,000 but less than $75,000","Female","caucasian/white, african-american/black","South Dakota","South Dakota","Not Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","September, 5, FAMILY","","","","","",5,"September","FAMILY","South Dakota Was My Only Destination","","At Least 3 Months In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",8,"Friends/Acquaintances","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Arts and Culture, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives, and Native American Culture","Wildlife Viewing, and Scenic Byways/Drives, and Native American Culture, and 0","Black Hills","Badlands, and Mount Rushmore, and Wall Drug","Excellent","0, and 0, and 0, and 0, and 0, and 0, and 0","Every Chance You Get, and You have never done it and probably never will, and Every Chance You Get, and You have never done it and probably never will, and Often, and Often, and Every Chance You Get, and You have never done it and probably never will"
1217,"11/23/2015 18:33:19","11/23/2015 18:42:49",1269101,"EPOCZJGHCHFBC8D489",2,2,2,"MN","55734",676,"Duluth-Superior, MN-WI","57",58,2,0.56618,"Married",1,0,"Post Graduate Degree","5) $100,000 but less than $150,000","Female","caucasian/white","North Dakota, and South Dakota, and Wyoming","North Dakota, and South Dakota, and Wyoming","Not Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely","September, 5, FAMILY","","","","","",5,"September","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","None of These","Motorcycle",1,"","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Motorcycling, and Scenic Byways/Drives","Motorcycling, and 0","Black Hills","Rapid City, and Hill City, and Hot Springs, and Badlands, and Custer, and Sturgis Rally","Very Good","1500, and 300, and 50, and 100, and 0, and 200, and 30","You have never done it and probably never will, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
4383,"11/30/2015 19:36:06","11/30/2015 20:03:03",1269101,"1131889738",1,1,1,"GA","30189",524,"Atlanta, GA","18",48,3,0.51737,"Married",8,1,"Post Graduate Degree","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Nebraska, and South Dakota","South Dakota","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely","July, 5, FRIENDS","","","","","",5,"July","FRIENDS","South Dakota was one of several places I decided to visit on this trip","Idaho, and Illinois, and Montana, and New York, and Oregon","6 Months Or More In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",3,"Other Family","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and National/State Parks, and Arts and Culture, and Scenic Byways/Drives","Family fun, and 0","Black Hills, and Southeast SD","Rapid City, and Deadwood, and Badlands, and Wind Cave, and Mount Rushmore, and Crazy Horse, and Wall Drug, and Sturgis Rally","Excellent","500, and 150, and 50, and 30, and 0, and 100, and 0","Often, and Occasionally when you have an opportunity, and Often, and Occasionally when you have an opportunity, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity"
1632,"11/23/2015 21:15:14","11/23/2015 21:25:36",1269101,"EPOCZKZN4CSDX4H489",2,2,2,"NE","68137",652,"Omaha, NE","12",35,1,0.455,"Divorced/separated",3,NA,"Some College/Technical School","1) Less than $35,000","Female","caucasian/white","South Dakota","South Dakota","Somewhat Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Very Likely, and Very Likely","July, 5, FRIENDS","November, 5, FRIENDS","","","","",5,"July","FRIENDS","South Dakota was one of several places I decided to visit on this trip","California, and Wyoming","6 Months Or More In Advance","Used Internet","Drove via car, van, truck, or SUV",12,"Spouse/Significant Other, and Other Family, and Friends/Acquaintances","Homesharing/vacation rental","Family fun, and History/Old West, and National/State Parks, and Casinos, and Events/Entertainment, and Culinary/Brewery/Wine, and Scenic Byways/Drives, and Native American Culture","Family fun, and Events/Entertainment, and 0","Black Hills","Rapid City, and Deadwood, and Mount Rushmore, and Crazy Horse, and Spearfish Canyon, and Sturgis Rally","Very Good","2500, and 100, and 200, and 300, and 0, and 300, and 0","You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Every Chance You Get, and Every Chance You Get, and You have NOT done it, but would like to try sometime"
1526,"11/23/2015 20:31:23","11/23/2015 20:42:12",1269101,"EPOCZKPQZ4LXH8Q484",2,2,2,"NE","68803",722,"Lincoln & Hastings-Kearny, NE","41",33,4,0.455,"Married",3,2,"Some College/Technical School","3) $50,000 but less than $75,000","Female","asian","Minnesota, and South Dakota","Minnesota, and South Dakota","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","October, 5, FAMILY","","","","","",5,"October","FAMILY","South Dakota was one of several places I decided to visit on this trip","Montana","At Least 3 Months In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort","Family fun","Family fun, and 0","Missouri River","Platte","Good","900, and 260, and 300, and 200, and 300, and 300, and 0","Every Chance You Get, and You have NOT done it, but would like to try sometime, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime"
104,"11/18/2015 17:32:04","11/18/2015 17:42:11",1269101,"EPOCVLT6YRTLFF7481",2,2,1,"IA","50010",679,"Des Moines-Ames, IA","35",67,2,0.43243,"Married",3,0,"Some College/Technical School","1) Less than $35,000","Male","caucasian/white","Iowa, and South Dakota","Iowa, and South Dakota","Somewhat Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely","August, 5, FRIENDS","","","","","",5,"August","FRIENDS","South Dakota Was My Only Destination","","6 Months Or More In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV, and Motorcycle",2,"Spouse/Significant Other, and Friends/Acquaintances","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Casinos, and Wildlife Viewing, and Motorcycling, and Scenic Byways/Drives","Motorcycling, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Custer, and Mount Rushmore, and Crazy Horse, and Spearfish Canyon, and Sturgis Rally","Very Good","600, and 300, and 25, and 300, and 0, and 300, and 0","Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and Occasionally when you have an opportunity, and Every Chance You Get, and You have never done it and probably never will"
3691,"11/24/2015 19:31:04","11/24/2015 19:44:00",1269101,"1281351544",1,1,2,"IA","51054",624,"Sioux City, IA","32",49,4,0.43243,"Married",6,2,"Some High School or Less","2) $35,000 but less than $50,000","Female","latino/hispanic","Nebraska, and South Dakota","Nebraska, and South Dakota","Somewhat Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely","July, 5, FRIENDS","","","","","",5,"July","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12, and Child(ren)/Grandchild(ren):age 13+","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and National/State Parks, and Water Recreation, and Scenic Byways/Drives","Family fun, and National/State Parks, and Water Recreation, and 0","Black Hills, and Southeast SD","Deadwood, and Mount Rushmore","Excellent","700, and 750, and 400, and 350, and 100, and 300, and 200","Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and You have NOT done it, but would like to try sometime"
4031,"11/25/2015 14:04:09","11/25/2015 14:29:05",1269101,"EPOD32DR7WLZV59484",2,2,1,"IA","50701",637,"Cedar Rapids-Waterloo-Iowa City & Dubuque, IA","30",70,2,0.43243,"Married",4,0,"Some College/Technical School","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and Minnesota, and Nebraska, and South Dakota, and Wisconsin, and Wyoming","Iowa, and Minnesota, and South Dakota, and Wisconsin, and Wyoming","Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely","October, 5, FRIENDS","","","","","",5,"October","FRIENDS","South Dakota was one of several places I decided to visit on this trip","Georgia, and Mississippi, and Montana, and South Carolina, and Utah, and Wyoming","At Least 1 Month In Advance","Called 800 Number to Request Info, and Talked to Friends and Family, and Used Internet, and Used Online Travel Agency Such As Expedia or Orbitz, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort, and With Friends or Family","Family fun, and History/Old West, and National/State Parks, and Arts and Culture, and Casinos, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Culinary/Brewery/Wine, and Scenic Byways/Drives","Family fun, and National/State Parks, and Scenic Byways/Drives, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Badlands, and Wall Drug, and Spearfish Canyon","Excellent","100, and 600, and 700, and 350, and 0, and 100, and 150","Occasionally when you have an opportunity, and You have never done it and probably never will, and Every Chance You Get, and You've done it, but it was over a year ago, and Often, and You've done it, but it was over a year ago, and Every Chance You Get, and You have never done it and probably never will"
5254,"12/4/2015 21:36:39",NA,1269101,"1295548898",1,1,2,"IA","50501",679,"Des Moines-Ames, IA","41",51,NA,0.43243,NA,6,NA,NA,NA,NA,"","Minnesota, and South Dakota, and Wyoming","Minnesota, and South Dakota, and Wyoming","Not Likely, and Very Likely, and Very Likely, and Not Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely","September, 5, FAMILY","","","","","",5,"September","FAMILY","South Dakota was one of several places I decided to visit on this trip","Michigan, and South Carolina, and Wyoming","6 Months Or More In Advance","Talked to Friends and Family","Motorcycle",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Outdoor Recreation, and Motorcycling","Motorcycling, and 0","Black Hills","Hill City, and Badlands, and Custer, and Wall Drug","Excellent","0, and 0, and 0","Often, and You have never done it and probably never will, and Occasionally when you have an opportunity, and Often, and Often, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity"
6324,"12/9/2015 10:49:25","12/9/2015 11:03:53",1269101,"EPOCBLR4N86DWHN481",2,2,1,"IA","50265",679,"Des Moines-Ames, IA","12",55,2,0.43243,"Married",3,0,"Post Graduate Degree","4) $75,000 but less than $100,000","Male","caucasian/white","South Dakota","South Dakota","Not Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","November, 5, FAMILY","","","","","",5,"November","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Wildlife Viewing, and Outdoor Recreation, and Scenic Byways/Drives","National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives, and 0","Black Hills, and Southeast SD","Rapid City, and Hill City, and Badlands, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug, and Harney Peak","Excellent","550, and 180, and 100, and 200, and 0, and 50, and 0","You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and Every Chance You Get, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago"
876,"11/23/2015 15:21:24","11/23/2015 15:38:34",1269101,"EPO9B98LSP28TGK477",2,2,1,"IA","50310",679,"Des Moines-Ames, IA","24",51,2,0.43243,"Married",6,0,"Post Graduate Degree","5) $100,000 but less than $150,000","Female","caucasian/white","Minnesota, and Nebraska, and South Dakota, and Wisconsin","South Dakota, and Wisconsin","Very Likely, and Somewhat Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely","September, 5, FAMILY","","","","","",5,"September","FAMILY","South Dakota Was My Only Destination","","At Least 3 Months In Advance","Used Internet","Drove via RV",2,"Spouse/Significant Other","RV park/Campground","National/State Parks, and Outdoor Recreation, and Camping and RV, and Culinary/Brewery/Wine, and Scenic Byways/Drives","Outdoor Recreation, and 0","Black Hills, and Missouri River","Custer, and Wind Cave, and Mount Rushmore, and Spearfish Canyon, and State Capitol","Very Good","200, and 200, and 40, and 0, and 0, and 200, and 0","Often, and You've done it, but it was over a year ago, and Every Chance You Get, and You've done it, but it was over a year ago, and Often, and Often, and Every Chance You Get, and You've done it, but it was over a year ago"
2351,"11/24/2015 10:46:27","11/24/2015 10:54:59",1269101,"EPOD22MM88QYSC2489",2,2,1,"IA","52544",679,"Des Moines-Ames, IA","57",74,1,0.43243,"Divorced/separated",5,NA,"Some College/Technical School","2) $35,000 but less than $50,000","Male","caucasian/white","South Dakota","South Dakota","Very Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","October, 5, FAMILY","","","","","",5,"October","FAMILY","South Dakota Was My Only Destination","","At Least 2 Months In Advance","","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Events/Entertainment, and Wildlife Viewing, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Badlands, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug, and Spearfish Canyon","Excellent","500, and 500, and 200, and 200, and 0, and 450, and 0","You've done it, but it was over a year ago, and Every Chance You Get, and You have NOT done it, but would like to try sometime, and Every Chance You Get, and Every Chance You Get, and You have never done it and probably never will, and Every Chance You Get, and Every Chance You Get"
4032,"11/25/2015 14:05:33","11/25/2015 14:10:42",1269101,"EPO9B98LSP28TGK477",2,2,1,"IA","50310",679,"Des Moines-Ames, IA","24",51,2,0.43243,"Married",6,0,"Post Graduate Degree","5) $100,000 but less than $150,000","Female","caucasian/white","Minnesota, and South Dakota, and Wisconsin","Minnesota, and South Dakota, and Wisconsin","Very Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Not Likely","September, 5, FAMILY","","","","","",5,"September","FAMILY","South Dakota Was My Only Destination","","At Least 3 Months In Advance","Used Internet","Drove via RV",2,"Spouse/Significant Other","RV park/Campground","Family fun, and National/State Parks, and Wildlife Viewing, and Outdoor Recreation, and Camping and RV, and Scenic Byways/Drives","National/State Parks, and Outdoor Recreation, and Camping and RV, and 0","Black Hills, and Missouri River","Deadwood, and Custer, and Wind Cave, and Spearfish Canyon, and State Capitol","Very Good","200, and 200, and 0, and 0, and 0, and 100, and 0","Every Chance You Get, and You've done it, but it was over a year ago, and Every Chance You Get, and You've done it, but it was over a year ago, and Often, and Often, and Every Chance You Get, and You've done it, but it was over a year ago"
5463,"12/5/2015 2:50:10","12/5/2015 3:01:43",1269101,"1309310743",1,1,1,"IA","50263",679,"Des Moines-Ames, IA","05",18,4,0.43243,"Single/never married",8,1,"Some High School or Less","5) $100,000 but less than $150,000","Female","caucasian/white","Minnesota, and Montana, and Nebraska, and South Dakota","Minnesota, and South Dakota","Not Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely","May, 5, FAMILY","","","","","",5,"May","FAMILY","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet","Drove via car, van, truck, or SUV",5,"Friends/Acquaintances","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and National/State Parks, and Casinos, and Events/Entertainment, and Scenic Byways/Drives, and Native American Culture","Family fun, and History/Old West, and National/State Parks, and 0","Black Hills, and Missouri River, and Southeast SD","Hot Springs, and Badlands, and Crazy Horse, and Sturgis Rally, and Pierre, and State Capitol","Excellent","400, and 150, and 100, and 100, and 0, and 150, and 0","Often, and You have never done it and probably never will, and Often, and Occasionally when you have an opportunity, and Every Chance You Get, and Often, and Often, and Occasionally when you have an opportunity"
2535,"11/24/2015 13:14:18","11/24/2015 13:21:32",1269101,"1302389034",1,1,2,"SD","57301",725,"Sioux Falls (Mitchell), SD","48",39,1,0.30256,"Single/never married",3,NA,"Some College/Technical School","1) Less than $35,000","Female","caucasian/white","Minnesota, and North Dakota, and South Dakota","Minnesota, and North Dakota, and South Dakota","Not Likely, and Very Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Not Likely","November, 5, FRIENDS","October, 7, FRIENDS","August, 7, FRIENDS","","","",5,"November","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp, and Used Social Media Such as Facebook or Pinterest","Drove via car, van, truck, or SUV",6,"Other Family","Hotel, motel, inn, lodge, b&b, or resort, and With Friends or Family","Family fun, and History/Old West, and National/State Parks, and Events/Entertainment, and Wildlife Viewing, and Scenic Byways/Drives","Family fun, and History/Old West, and Scenic Byways/Drives, and 0","Black Hills, and Missouri River, and Southeast SD","Rapid City, and Mount Rushmore, and Wall Drug, and Chamberlain/Oacoma, and Platte, and Missouri River, and Als Oasis","Excellent","100, and 200, and 200, and 0, and 200, and 100, and 0","You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and You've done it, but it was over a year ago, and Often, and You've done it, but it was over a year ago, and Often, and Occasionally when you have an opportunity, and You have never done it and probably never will"
4353,"11/30/2015 9:41:21","11/30/2015 9:49:38",1269101,"1211133835",1,1,1,"SD","57401",725,"Sioux Falls (Mitchell), SD","41",30,3,0.30256,"Single/never married",1,2,"Some High School or Less","1) Less than $35,000","Female","caucasian/white","South Dakota","","Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Somewhat Likely, and Very Likely, and Not Likely, and Somewhat Likely","August, 5, FAMILY","September, 5, FAMILY","","","","",5,"August","FAMILY","South Dakota Was My Only Destination","","At Least 2 Months In Advance","None of These","Drove via car, van, truck, or SUV",7,"Spouse/Significant Other, and Friends/Acquaintances","RV park/Campground","Motorcycling","Motorcycling, and 0","Black Hills","Sturgis Rally","Excellent","0, and 150, and 300, and 0, and 200, and 300, and 0","Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago"
539,"11/20/2015 6:22:45","11/20/2015 6:32:15",1269101,"1293497332",1,1,2,"OR","97205",820,"Portland, OR","59",27,1,0.19162,"Single/never married",7,NA,"Some College/Technical School","2) $35,000 but less than $50,000","Male","caucasian/white","South Dakota","","Not Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Not Likely","June, 5, FAMILY","July, 5, FAMILY","September, 10, FAMILY","","","",5,"June","FAMILY","South Dakota was one of several places I decided to visit on this trip","Alabama, and Arizona, and Delaware, and Georgia, and Michigan, and Mississippi, and North Carolina, and New Jersey, and Oklahoma, and South Carolina, and Utah, and Washington","Less Than 1 Month In Advance","Talked to Friends and Family","Drove via car, van, truck, or SUV",3,"Spouse/Significant Other, and Friends/Acquaintances","Hotel, motel, inn, lodge, b&b, or resort, and RV park/Campground, and With Friends or Family","Family fun, and History/Old West, and National/State Parks, and Arts and Culture, and Casinos, and Events/Entertainment, and Wildlife Viewing, and Outdoor Recreation, and Camping and RV, and Archeology/Paleontology, and Fishing, and Water Recreation, and Culinary/Brewery/Wine, and Scenic Byways/Drives, and Native American Culture","Arts and Culture, and Casinos, and Events/Entertainment, and 0","Missouri River, and Glacial Lakes","Missouri River, and State Capitol, and Brookings, and Fort Sisseton, and Redlin Art Center, and 0","Fair","1000, and 1200, and 500, and 400, and 300, and 2000, and 600","Often, and You have never done it and probably never will, and Often, and Often, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and Every Chance You Get, and You've done it, but it was over a year ago"
565,"11/20/2015 8:39:35","11/20/2015 8:49:42",1269101,"1203889967",1,1,1,"OR","97478",801,"Eugene, OR","30",56,1,0.19162,"Single/never married",5,NA,"Some High School or Less","1) Less than $35,000","Female","caucasian/white","Montana, and South Dakota","Montana, and South Dakota","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Very Likely","June, 5, FRIENDS","","","","","",5,"June","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family","Flew/airplane, and united airlines",1,"","With Friends or Family","History/Old West, and National/State Parks, and Casinos, and Scenic Byways/Drives, and Native American Culture","History/Old West, and National/State Parks, and Native American Culture, and 0","Black Hills","Rapid City, and Deadwood, and Badlands, and Custer, and Mount Rushmore, and Spearfish Canyon, and Sturgis Rally","Excellent","0, and 70, and 80, and 50, and 0, and 0, and 0","Every Chance You Get, and You have NOT done it, but would like to try sometime, and Often, and Every Chance You Get, and Often, and You have NOT done it, but would like to try sometime, and Every Chance You Get, and You have NOT done it, but would like to try sometime"
570,"11/20/2015 8:52:58","11/20/2015 8:57:33",1269101,"1307696606",1,1,2,"ND","58703",687,"Minot-Bismarck-Dickinson (Williston), ND","27",31,5,0.10452,"Married",5,3,"College Graduate","4) $75,000 but less than $100,000","Female","caucasian/white","Minnesota, and South Dakota, and Wisconsin","Minnesota, and South Dakota","Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Very Likely","January, 5, FRIENDS","February, 4, FAMILY","","","","",5,"January","FRIENDS","South Dakota Was My Only Destination","","Less Than 1 Month In Advance","Talked to Friends and Family, and Used Internet, and Used Online Travel Agency Such As Expedia or Orbitz","Drove via car, van, truck, or SUV",4,"Spouse/Significant Other, and Child(ren)/Grandchild(ren):age 0-12","Hotel, motel, inn, lodge, b&b, or resort, and Homesharing/vacation rental","Family fun, and Wildlife Viewing, and Water Recreation, and Scenic Byways/Drives","Family fun, and Water Recreation, and 0","Black Hills, and Missouri River","Rapid City, and Hot Springs, and Deadwood, and Custer, and Pioneer Auto, and State Capitol, and Lake Oahe","Excellent","800, and 400, and 300, and 1000, and 400, and 300, and 0","Every Chance You Get, and You have NOT done it, but would like to try sometime, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Every Chance You Get, and Occasionally when you have an opportunity, and Often"
